ID	Age	Gender	Nationality	Handedness	computerType	userAgent	ipAddress	colorDepth	completionCode	initialTimeStamp	finalTimeStamp	ishiharaScore	amountPaid
228	29	Male	India	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	116.193.135.29	24	1028567079	2014-07-19 15:05:43	2014-07-19 16:45:07	8/8	NULL
229	43	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	70.170.114.164	24	NULL	2014-07-20 18:30:30	0000-00-00 00:00:00	8/8	NULL
230	35	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.200.102.95	24	NULL	2014-07-20 18:39:49	0000-00-00 00:00:00	7/8	NULL
231	54	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0	151.213.179.101	24	1225470840	2014-07-20 18:40:43	2014-07-20 20:17:38	0/8	NULL
232	35	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.200.102.95	24	NULL	2014-07-20 18:46:43	0000-00-00 00:00:00	NULL	NULL
233	35	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.200.102.95	24	NULL	2014-07-20 18:47:14	0000-00-00 00:00:00	NULL	NULL
234	35	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.200.102.95	24	NULL	2014-07-20 18:47:44	0000-00-00 00:00:00	8/8	NULL
235	42	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	24.191.112.79	24	NULL	2014-07-20 18:50:25	0000-00-00 00:00:00	8/8	NULL
236	68	Female	United States	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	74.161.128.52	24	NULL	2014-07-20 18:55:07	0000-00-00 00:00:00	8/8	NULL
237	35	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.200.102.95	24	NULL	2014-07-20 18:55:49	0000-00-00 00:00:00	NULL	NULL
238	35	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.200.102.95	24	NULL	2014-07-20 18:56:57	0000-00-00 00:00:00	8/8	NULL
239	59	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.0; rv:30.0) Gecko/20100101 Firefox/30.0	98.238.196.191	24	1386442325	2014-07-20 18:57:31	2014-07-20 20:18:16	8/8	NULL
240	41	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.238.196.191	24	1268291879	2014-07-20 18:59:05	2014-07-20 20:28:38	8/8	NULL
241	28	Female	United States Minor Outly	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	98.18.149.207	24	1029311574	2014-07-20 19:01:48	2014-07-20 20:31:31	5/8	NULL
242	27	Male	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0	67.166.212.85	24	NULL	2014-07-20 19:03:06	0000-00-00 00:00:00	8/8	NULL
243	31	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	174.109.137.228	24	NULL	2014-07-20 19:13:35	0000-00-00 00:00:00	8/8	NULL
244	47	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4	73.43.84.207	24	NULL	2014-07-20 19:27:08	0000-00-00 00:00:00	8/8	NULL
245	53	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:30.0) Gecko/20100101 Firefox/30.0	24.1.157.180	24	1256567227	2014-07-20 19:32:47	2014-07-20 21:12:06	8/8	NULL
246	30	Male	United States	Right-handed	Laptop	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22	174.25.63.94	24	NULL	2014-07-20 19:35:00	0000-00-00 00:00:00	NULL	NULL
247	49	Male	United States	Ambidextrous	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	75.135.130.128	24	1125196856	2014-07-20 19:36:47	2014-07-20 21:18:03	8/8	NULL
248	35	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0	108.15.203.226	24	NULL	2014-07-20 19:42:45	0000-00-00 00:00:00	8/8	NULL
249	48	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	76.17.132.173	24	1348219587	2014-07-20 20:35:49	2014-07-20 22:27:05	8/8	NULL
250	56	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	68.119.54.21	24	NULL	2014-07-20 20:39:12	0000-00-00 00:00:00	NULL	NULL
251	68	Female	United States	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	74.161.128.52	24	NULL	2014-07-20 21:04:11	0000-00-00 00:00:00	NULL	NULL
252	23	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	24.219.215.109	24	NULL	2014-07-20 21:11:48	0000-00-00 00:00:00	8/8	NULL
253	46	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	122.174.92.194	24	NULL	2014-07-20 21:12:29	0000-00-00 00:00:00	8/8	NULL
254	46	Male	Greenland	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	122.174.92.194	24	1332947538	2014-07-20 21:51:55	2014-07-20 23:25:42	8/8	NULL
255	31	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	61.3.197.215	24	NULL	2014-07-21 00:18:10	0000-00-00 00:00:00	7/8	NULL
256	30	Male	United States	Ambidextrous	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	50.156.27.191	24	NULL	2014-07-21 00:24:36	0000-00-00 00:00:00	8/8	NULL
257	35	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:30.0) Gecko/20100101 Firefox/30.0	122.164.248.78	24	1323731235	2014-07-21 00:30:51	2014-07-21 03:01:05	8/8	NULL
258	31	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	117.207.124.7	24	1136721559	2014-07-21 01:25:10	2014-07-21 03:07:48	5/8	NULL
259	19	Male	Albania	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	130.91.120.34	24	NULL	2014-07-21 09:45:10	0000-00-00 00:00:00	0/8	NULL
260	53	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0	72.251.37.162	24	NULL	2014-07-21 18:16:46	0000-00-00 00:00:00	NULL	NULL
261	27	Male	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0	67.166.212.85	24	NULL	2014-07-21 18:19:38	0000-00-00 00:00:00	8/8	NULL
262	31	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	75.67.125.206	24	NULL	2014-07-21 18:23:38	0000-00-00 00:00:00	8/8	NULL
263	27	Male	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0	67.166.212.85	24	1223517968	2014-07-21 18:25:12	2014-07-21 21:30:12	8/8	NULL
264	51	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	199.58.164.129	24	NULL	2014-07-21 18:26:30	0000-00-00 00:00:00	NULL	NULL
265	51	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	199.58.164.129	24	NULL	2014-07-21 18:27:22	0000-00-00 00:00:00	7/8	NULL
266	36	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.113.59.162	24	NULL	2014-07-21 18:27:30	0000-00-00 00:00:00	8/8	NULL
267	33	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:30.0) Gecko/20100101 Firefox/30.0	24.56.245.167	24	NULL	2014-07-21 18:29:42	0000-00-00 00:00:00	8/8	NULL
268	34	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	174.27.229.176	24	NULL	2014-07-21 18:33:10	0000-00-00 00:00:00	6/8	NULL
269	32	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:20.0) Gecko/20100101 Firefox/20.0	98.93.220.233	24	NULL	2014-07-21 18:35:39	0000-00-00 00:00:00	8/8	NULL
270	34	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	174.27.229.176	24	NULL	2014-07-21 18:42:23	0000-00-00 00:00:00	7/8	NULL
271	32	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0	107.211.4.217	24	NULL	2014-07-21 18:59:01	0000-00-00 00:00:00	8/8	NULL
272	31	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4	96.41.83.33	24	NULL	2014-07-21 19:19:43	0000-00-00 00:00:00	NULL	NULL
273	31	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	96.41.83.33	24	NULL	2014-07-21 19:22:44	0000-00-00 00:00:00	8/8	NULL
274	35	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0	108.15.203.226	24	1180017368	2014-07-21 19:34:16	2014-07-21 22:02:27	8/8	NULL
275	48	Male	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	67.188.157.15	24	NULL	2014-07-21 20:11:02	0000-00-00 00:00:00	8/8	NULL
276	47	Male	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	67.188.157.15	24	NULL	2014-07-21 20:16:49	0000-00-00 00:00:00	8/8	NULL
277	68	Female	United States	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	65.3.160.187	24	NULL	2014-07-21 20:31:43	0000-00-00 00:00:00	7/8	NULL
278	38	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	107.211.4.217	24	NULL	2014-07-21 20:33:04	0000-00-00 00:00:00	8/8	NULL
279	22	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2096.0 Safari/537.36	72.230.221.31	24	NULL	2014-07-21 21:06:55	0000-00-00 00:00:00	NULL	NULL
280	51	Female	Italy	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.0; rv:30.0) Gecko/20100101 Firefox/30.0	108.13.148.31	24	1251358228	2014-07-21 21:18:15	2014-07-21 22:52:11	8/8	NULL
281	25	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0	71.110.127.7	24	NULL	2014-07-21 21:30:43	0000-00-00 00:00:00	NULL	NULL
282	31	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	71.218.31.157	24	NULL	2014-07-21 21:54:31	0000-00-00 00:00:00	NULL	NULL
283	62	Female	United States	Left-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	172.242.88.118	24	NULL	2014-07-21 21:56:10	0000-00-00 00:00:00	7/8	NULL
284	41	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0	12.23.120.193	24	1262526701	2014-07-21 21:58:04	2014-07-22 00:42:24	8/8	NULL
285	49	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	99.188.242.69	24	NULL	2014-07-21 22:29:43	0000-00-00 00:00:00	NULL	NULL
286	62	Female	United States	Left-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	172.242.88.118	24	NULL	2014-07-21 22:33:44	0000-00-00 00:00:00	NULL	NULL
287	62	Female	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	172.242.88.118	24	NULL	2014-07-21 22:41:53	0000-00-00 00:00:00	8/8	NULL
288	55	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0	50.106.186.93	24	1264760311	2014-07-21 23:09:01	2014-07-22 00:52:10	8/8	NULL
289	29	Female	United States	Right-handed	Laptop	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.128 Safari/537.36	162.234.40.29	32	NULL	2014-07-21 23:37:44	0000-00-00 00:00:00	NULL	NULL
290	29	Female	United States	Right-handed	Laptop	Mozilla/5.0 (X11; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/3.7.1.504AP	107.178.41.219	24	NULL	2014-07-21 23:38:55	0000-00-00 00:00:00	6/8	NULL
291	29	Female	United States	Right-handed	Laptop	Mozilla/5.0 (X11; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/3.7.1.504AP	107.178.41.219	24	NULL	2014-07-21 23:42:05	0000-00-00 00:00:00	6/8	NULL
292	35	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:30.0) Gecko/20100101 Firefox/30.0	64.199.98.148	24	1232825980	2014-07-22 04:37:13	2014-07-22 07:40:21	8/8	NULL
293	48	Female	United States	Left-handed	Laptop	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:22.0) Gecko/20100101 Firefox/22.0	172.56.32.101	24	NULL	2014-07-22 07:38:34	0000-00-00 00:00:00	NULL	NULL
294	48	Female	United States	Left-handed	Laptop	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:22.0) Gecko/20100101 Firefox/22.0	172.56.32.101	24	NULL	2014-07-22 07:38:59	0000-00-00 00:00:00	7/8	NULL
295	35	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	208.108.81.45	24	1239271836	2014-07-22 08:19:55	2014-07-22 10:22:35	8/8	NULL
296	61	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	97.118.36.30	24	NULL	2014-07-22 08:37:11	0000-00-00 00:00:00	8/8	NULL
297	37	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	71.195.94.184	24	NULL	2014-07-22 08:45:32	0000-00-00 00:00:00	7/8	NULL
298	35	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	208.108.81.45	24	NULL	2014-07-22 09:04:10	0000-00-00 00:00:00	NULL	NULL
299	48	Female	United States	Left-handed	Laptop	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:22.0) Gecko/20100101 Firefox/22.0	172.56.33.40	24	NULL	2014-07-22 09:10:52	0000-00-00 00:00:00	NULL	NULL
300	58	Male	United States	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	24.58.255.108	24	NULL	2014-07-22 09:15:57	0000-00-00 00:00:00	6/8	NULL
301	62	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10	74.79.141.147	24	1276373978	2014-07-22 09:42:06	2014-07-22 11:26:06	8/8	NULL
302	21	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	128.91.21.31	24	NULL	2014-07-22 10:16:55	0000-00-00 00:00:00	NULL	NULL
303	21	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	128.91.21.31	24	NULL	2014-07-22 10:19:00	0000-00-00 00:00:00	5/8	NULL
304	21	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	128.91.21.31	24	NULL	2014-07-22 10:27:50	0000-00-00 00:00:00	8/8	NULL
305	21	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	128.91.21.31	24	NULL	2014-07-22 10:59:49	0000-00-00 00:00:00	8/8	NULL
306	39	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0	67.81.141.227	24	NULL	2014-07-22 11:41:02	0000-00-00 00:00:00	8/8	NULL
307	19	Female	Åland Islands	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0	67.81.141.227	24	NULL	2014-07-22 15:12:28	0000-00-00 00:00:00	NULL	NULL
308	18	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	130.91.121.254	24	NULL	2014-07-25 16:30:31	0000-00-00 00:00:00	0/8	NULL
309	20	F	US	L	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.114.22.96	NULL	1367888038	2014-07-26 10:28:40	0000-00-00 00:00:00	NULL	NULL
310	30	Male	Afghanistan	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.114.22.96	24	1361616088	2014-07-26 10:31:08	2014-07-26 10:31:37	6/8	18.75
311	21	Other	Åland Islands	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.114.22.96	24	1313033913	2014-07-26 10:38:55	2014-07-26 10:39:04	1/8	3.125
312	20	Male	Albania	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.114.22.96	24	1159321237	2014-07-26 10:41:46	2014-07-26 10:41:57	0/8	0
313	20	Female	Albania	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.114.22.96	24	1206446941	2014-07-26 10:42:22	2014-07-26 10:42:31	3/8	9.375
314	21	Other	Åland Islands	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.114.22.96	24	1388735590	2014-07-26 10:48:42	2014-07-26 10:48:57	4/8	12.5
315	20	Female	Albania	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.114.22.96	24	1272277412	2014-07-26 14:29:18	0000-00-00 00:00:00	8/8	25
316	18	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.80.202.42	24	1397607296	2014-07-26 14:40:22	2014-07-26 14:40:39	0/8	0
317	18	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.80.202.42	24	1378535332	2014-07-26 14:41:49	2014-07-26 14:41:57	0/8	0
318	18	Male	Afghanistan	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.80.202.42	24	1172389817	2014-07-26 14:57:21	2014-07-26 15:11:58	8/8	92
319	18	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4	68.80.202.42	24	1069638818	2014-07-26 15:32:14	0000-00-00 00:00:00	NULL	NULL
320	18	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4	68.80.202.42	24	1145937268	2014-07-26 15:33:19	0000-00-00 00:00:00	8/8	98
321	22	Other	Åland Islands	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.114.22.96	24	1384559884	2014-07-26 16:11:40	0000-00-00 00:00:00	8/8	20
322	24	Other	Afghanistan	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.114.22.96	24	1029745879	2014-07-26 16:25:58	0000-00-00 00:00:00	NULL	NULL
323	19	Female	American Samoa	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.114.22.96	24	1092325893	2014-07-26 16:29:49	0000-00-00 00:00:00	NULL	NULL
324	20	Female	Albania	Ambidextrous	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.114.22.96	24	1040198528	2014-07-26 16:33:48	0000-00-00 00:00:00	8/8	20
325	27	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	71.60.252.14	24	1292305188	2014-07-26 16:49:05	2014-07-26 17:24:23	8/8	145
326	24	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	49.205.232.145	24	1382751733	2014-07-26 16:56:43	2014-07-26 18:04:28	8/8	467
327	38	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.230.97.67	24	1403129255	2014-07-26 21:10:29	0000-00-00 00:00:00	8/8	10
